id,premis,hipotesis,label
2640,"Sementara , sebelumnya pelantun hit Can't Feel My Face tersebut mengakui judul albumnya Starboy terinspirasi dari hit ikonik milik David Bowie yakni Starman .",Starman adalah hit ikonik milik David Bowie,entailment
2641,"Sementara , sebelumnya pelantun hit Can't Feel My Face tersebut mengakui judul albumnya Starboy terinspirasi dari hit ikonik milik David Bowie yakni Starman .",Can't Feel My Face adalah hit pada album Starboy,neutral
2642,"Sementara , sebelumnya pelantun hit Can't Feel My Face tersebut mengakui judul albumnya Starboy terinspirasi dari hit ikonik milik David Bowie yakni Starman .",David Bowie tidak menyanyikan Starman,contradiction
2643,Para koki di Eropa lantas memutar otak untuk mencari penggantinya . Bonito hanya dijual di toko-toko khusus di seluruh Uni Eropa .,Para koki di Eropa mencari pengganti bonito,entailment
2644,Para koki di Eropa lantas memutar otak untuk mencari penggantinya . Bonito hanya dijual di toko-toko khusus di seluruh Uni Eropa .,Koki di Eropa memiliki otak yang cerdas,neutral
2645,Para koki di Eropa lantas memutar otak untuk mencari penggantinya . Bonito hanya dijual di toko-toko khusus di seluruh Uni Eropa .,Tidak ada bonito yang dijual di Uni Eropa,contradiction
2646,Presiden Joko Widodo ( Jokowi ) menyampaikan prediksi bahwa wabah virus Corona ( COVID-19 ) di Indonesia akan selesai akhir tahun ini .,Wabah virus Corona diprediksi selesai akhir tahun ini,entailment
2647,Presiden Joko Widodo ( Jokowi ) menyampaikan prediksi bahwa wabah virus Corona ( COVID-19 ) di Indonesia akan selesai akhir tahun ini .,Wabah virus tidak akan selesai tahun ini,neutral
2648,Presiden Joko Widodo ( Jokowi ) menyampaikan prediksi bahwa wabah virus Corona ( COVID-19 ) di Indonesia akan selesai akhir tahun ini .,Prediksi akhir wabah tidak disampaikan Jokowi,contradiction
2649,"Raden Wijaya adalah putra pasangan Rakyan Jayadarma dan Dyah Lembu Tal. Ayahnya adalah putra Prabu Guru Darmasiksa, raja Kerajaan Sunda Galuh, sedangkan ibunya adalah putri Mahisa Campaka dari Kerajaan Singhasari.",Raden Wijaya memiliki orang tua yang berasal dari kerjaan yang berbeda,entailment
2650,"Raden Wijaya adalah putra pasangan Rakyan Jayadarma dan Dyah Lembu Tal. Ayahnya adalah putra Prabu Guru Darmasiksa, raja Kerajaan Sunda Galuh, sedangkan ibunya adalah putri Mahisa Campaka dari Kerajaan Singhasari.",Kerajaan Sunda Galuh memiliki letak yang dekat dengan Kerajaan Singhasari,neutral
2651,"Raden Wijaya adalah putra pasangan Rakyan Jayadarma dan Dyah Lembu Tal. Ayahnya adalah putra Prabu Guru Darmasiksa, raja Kerajaan Sunda Galuh, sedangkan ibunya adalah putri Mahisa Campaka dari Kerajaan Singhasari.",Prabu Guru Darmasiksa bukanlah raja Kerajaan Sunda Galuh,contradiction
2652,"Menteri Sosial , Khofifah Indar Parawansa , meminta pengumpul sumbangan dari masyarakat untuk menjaga amanah . Terlebih uang tersebut dititipkan untuk disalurkan kepada orang miskin .",Khofifah Indar Parawansa adalah Menteri Sosial.,entailment
2653,"Menteri Sosial , Khofifah Indar Parawansa , meminta pengumpul sumbangan dari masyarakat untuk menjaga amanah . Terlebih uang tersebut dititipkan untuk disalurkan kepada orang miskin .",Masyarakat pasti akan menjaga amanah.,neutral
2654,"Menteri Sosial , Khofifah Indar Parawansa , meminta pengumpul sumbangan dari masyarakat untuk menjaga amanah . Terlebih uang tersebut dititipkan untuk disalurkan kepada orang miskin .",Menteri Sosial tidak berpesan apa pun kepada pengumpul sumbangan.,contradiction
2655,"""Juru bicara pemerintah untuk penanganan Covid-19 , Achmad Yurianto menyebut , pasien terinfeksi virus corona yang meninggal didominasi usia 41-60 tahun atau di atasnya .""",Pemerintah memiliki juru bicara untuk penangan Covid-19.,entailments
2656,"""Juru bicara pemerintah untuk penanganan Covid-19 , Achmad Yurianto menyebut , pasien terinfeksi virus corona yang meninggal didominasi usia 41-60 tahun atau di atasnya .""",Banyak pasien corona yang meninggal hidup lagi dari kematian.,neutral
2657,"""Juru bicara pemerintah untuk penanganan Covid-19 , Achmad Yurianto menyebut , pasien terinfeksi virus corona yang meninggal didominasi usia 41-60 tahun atau di atasnya .""",Pasien terinfeksi virus corona yang meninggal didominasi anak-anak.,contradiction
2658,Time Force adalah serial Power Rangers yang ketujuh dari serangkaian serial Power Rangers .,Rangkaian serial Power Rangers terdiri dari setidaknya tujuh serial .,entailment
2659,Time Force adalah serial Power Rangers yang ketujuh dari serangkaian serial Power Rangers .,Serial Power Rangers Time Force adalah serial terakhir dari rangkaian serial Power Rangers .,neutral
2660,Time Force adalah serial Power Rangers yang ketujuh dari serangkaian serial Power Rangers .,Time Force adalah serial Power Rangers pertama dari serangkaian serial Power Rangers .,contradiction
2661,"Selama masa menjabat sebagai kepala perguruan , kesehatan Kihei amatlah buruk dan sering terbaring di tempat tidur .",Kihei sering terbaring di tempat tidur,entailment
2662,"Selama masa menjabat sebagai kepala perguruan , kesehatan Kihei amatlah buruk dan sering terbaring di tempat tidur .","Sebelum menjabat sebagai kepala perguruan , kesehatan Kihei masih baik .",neutral
2663,"Selama masa menjabat sebagai kepala perguruan , kesehatan Kihei amatlah buruk dan sering terbaring di tempat tidur .",Kihei jarang terbaring di tempat tidur selama menjabat sebagai kepala perguruan .,contradiction
2664,"Semakin banyak partikel yang bergabung , awan yang terbentuk juga akan semakin tebal dan hitam . Proses bergabung nya es atau tetes-tetes air menjadi awan ini disebut dengan koalensi .",Koalensi adalah proses bergabungnya es atau tetes-tetes air menjadi awan .,entailment
2665,"Semakin banyak partikel yang bergabung , awan yang terbentuk juga akan semakin tebal dan hitam . Proses bergabung nya es atau tetes-tetes air menjadi awan ini disebut dengan koalensi .",Tetes-tetes air di awan membeku menjadi es .,neutral
2666,"Semakin banyak partikel yang bergabung , awan yang terbentuk juga akan semakin tebal dan hitam . Proses bergabung nya es atau tetes-tetes air menjadi awan ini disebut dengan koalensi .",Awan tebal terbentuk dari partikel yang sedikit .,contradiction
2667,"Pada 15 April 1865 , Presiden ke 16 Amerika Serikat Abraham Lincoln tewas setelah sehari sebelumnya ambruk ditembak oleh John Wilkes Booth , seorang pemain sandiwara , ketika menonton pertunjukan di teater Ford , Washington .",Presiden ke-16 Abraham Lincoln tewas akibat tertembak.,entailment
2668,"Pada 15 April 1865 , Presiden ke 16 Amerika Serikat Abraham Lincoln tewas setelah sehari sebelumnya ambruk ditembak oleh John Wilkes Booth , seorang pemain sandiwara , ketika menonton pertunjukan di teater Ford , Washington .",Presiden Abraham Lincoln dimakamkan sehari setelah dia dinyatakan tewas akibat tertembak.,neutral
2669,"Pada 15 April 1865 , Presiden ke 16 Amerika Serikat Abraham Lincoln tewas setelah sehari sebelumnya ambruk ditembak oleh John Wilkes Booth , seorang pemain sandiwara , ketika menonton pertunjukan di teater Ford , Washington .",Presiden Abraham Lincoln tewas pada tanggal 15 April 1865 akibat penyakitnya yang sudah kronis.,contradiction
2670,Wonder Woman juga tercatat sebagai blockbuster pada musim panas ini dan merupakan film live action dengan pendapatan tertinggi dari seorang sutradara perempuan .,Wonder Woman disutradarai oleh seorang perempuan,entailment
2671,Wonder Woman juga tercatat sebagai blockbuster pada musim panas ini dan merupakan film live action dengan pendapatan tertinggi dari seorang sutradara perempuan .,Wonder Woman merupakan film dengan budget tinggi,neutral
2672,Wonder Woman juga tercatat sebagai blockbuster pada musim panas ini dan merupakan film live action dengan pendapatan tertinggi dari seorang sutradara perempuan .,film Wonder Woman tidak laku,contradiction
2673,Film yang disutradarai oleh Yulianto Krisbiantoro ini dibintangi antara lain oleh Dimas Seto dan Desi Florita .,Film ini dibintangi oleh Dimas Seto .,entailment
2674,Film yang disutradarai oleh Yulianto Krisbiantoro ini dibintangi antara lain oleh Dimas Seto dan Desi Florita .,Film ini disutradarai oleh dua orang .,neutral
2675,Film yang disutradarai oleh Yulianto Krisbiantoro ini dibintangi antara lain oleh Dimas Seto dan Desi Florita .,Tidak ada yang menyutradarai film ini .,contradiction
2676,"Susunan ini adalah undang-undang pembentukan hukum Roma , lembaga Republik Roma , dan mos maiorum .","Undang-undang pembentukan hukum Roma, lembaga Republik Roma, dan mos maiorum membentuk suatu susunan.",entailment
2677,"Susunan ini adalah undang-undang pembentukan hukum Roma , lembaga Republik Roma , dan mos maiorum .",Lembaga Republik Roma membentuk mos maiorum.,neutral
2678,"Susunan ini adalah undang-undang pembentukan hukum Roma , lembaga Republik Roma , dan mos maiorum .",Lembaga Republik Roma tidak berkaitan dengan undang-undang pembentukan hukum Roma.,contradiction
2679,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara .,Angka tersebut tidak dapat dijadikan pedoman .,entailment
2680,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara .,Angkatan kerja 2004 menjadi pedoman .,neutral
2681,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara .,Angkatan kerja 2004 tidak menyatu dengan Kolaka Utara .,contradiction
2682,Fakta - fakta tersebut mengindikasikan bahwa upaya pembakaran gereja tersebut merupakan tindakan yang disengaja .,Terdapat fakta yang mengindikasikan upaya pembakaran gereja adalah tindakan disengaja .,entailment
2683,Fakta - fakta tersebut mengindikasikan bahwa upaya pembakaran gereja tersebut merupakan tindakan yang disengaja .,Gereja terbakar karena kecelakaan .,neutral
2684,Fakta - fakta tersebut mengindikasikan bahwa upaya pembakaran gereja tersebut merupakan tindakan yang disengaja .,Fakta - fakta tersebut mengindikasikan upaya pembakaran gereja merupakan tindakan tidak disengaja .,contradiction
2685,"Meskipun isu keamanan membuat beberapa perusahaan , instansi pemerintah , dan juga sekolah melarang penggunaan Zoom , sang CEO Eric Yuan berhasil meyakinkan investor .",Investor melarang penggunaan Zoom,neutral
2686,"Pura Ulun Danu Beratan juga sering menjadi tempat diadakannya berbagai acara, misalnya foto pre-wedding, festival seni, upacara Melasti (upacara penyucian diri untuk menyambut Hari Raya Nyepi), dan lain sebagainya .",Ada lebih dari satu acara yang menggunakan Pura Ulun Danu Beratan .,entailment
2687,"Pura Ulun Danu Beratan juga sering menjadi tempat diadakannya berbagai acara, misalnya foto pre-wedding, festival seni, upacara Melasti (upacara penyucian diri untuk menyambut Hari Raya Nyepi), dan lain sebagainya .",Banyak pasangan yang menjadikan Pura Ulan Danu Beratan sebagai tempat foto pre-wedding .,neutral
2688,"Pura Ulun Danu Beratan juga sering menjadi tempat diadakannya berbagai acara, misalnya foto pre-wedding, festival seni, upacara Melasti (upacara penyucian diri untuk menyambut Hari Raya Nyepi), dan lain sebagainya .",Pura Ulun Danu Beratan tidak digunakan untuk acara kesenian .,contradiction
2689,"Jakarta , CNN Indonesia - - Adele belum boleh berbicara karena pita suaranya yang rusak .",Pita suara Adele rusak.,Entailment
2690,"Jakarta , CNN Indonesia - - Adele belum boleh berbicara karena pita suaranya yang rusak .",Pita suara Adele rusak karena kebanyakan menyanyi.,Neutral
2691,"Jakarta , CNN Indonesia - - Adele belum boleh berbicara karena pita suaranya yang rusak .",CNN Indonesia tidak pernah mengeluarkan statement tentang Adele.,Contradiction
2692,Tak seorang pun tampaknya sudah menduga kemungkinan pada waktu itu masalah emosional mungkin terletak pada akar kesalehan yang abnormal dari Gustav .,Kesalehan Gustav pernah abnormal .,entailment
2693,Tak seorang pun tampaknya sudah menduga kemungkinan pada waktu itu masalah emosional mungkin terletak pada akar kesalehan yang abnormal dari Gustav .,Gustav sering memiliki masalah emosional .,neutral
2694,Tak seorang pun tampaknya sudah menduga kemungkinan pada waktu itu masalah emosional mungkin terletak pada akar kesalehan yang abnormal dari Gustav .,Kerabat Gustav tampaknya sudah mengetahui masalah emosional Gustav pada waktu itu .,contradiction
2695,"Lee Chong Wei, salah satu pemain badminton terbaik yang dimiliki Malaysia, mengukir namanya sebagai legenda bulu tangkis dunia setelah memenangkan tiga medali perak Olimpiade dan tiga kali runner-up di Kejuaraan Dunia (World Championship).",Lee Chong Wei pernah memenangkan tiga medali perak Olimpiade .,entailment
2696,"Lee Chong Wei, salah satu pemain badminton terbaik yang dimiliki Malaysia, mengukir namanya sebagai legenda bulu tangkis dunia setelah memenangkan tiga medali perak Olimpiade dan tiga kali runner-up di Kejuaraan Dunia (World Championship).",Lee Chong Wei masih kalah jika dibandingkan dengan Lim Swee King .,neutral
2697,"Lee Chong Wei, salah satu pemain badminton terbaik yang dimiliki Malaysia, mengukir namanya sebagai legenda bulu tangkis dunia setelah memenangkan tiga medali perak Olimpiade dan tiga kali runner-up di Kejuaraan Dunia (World Championship).",Lee Chong Wei tidak pernah mengikuti kejuaraan bulu tangkis .,contradiction
2698,Ini merupakan tahun ke - empat secara berturut-turut rating dari MTV VMA terus menurun .,Ini merupakan tahun ke-empat ratingnya menurun.,entailment
2699,Ini merupakan tahun ke - empat secara berturut-turut rating dari MTV VMA terus menurun .,MTV VMA memiliki rating yang lebih rendah dibandingkan acara TV lainnya.,neutral
2700,Ini merupakan tahun ke - empat secara berturut-turut rating dari MTV VMA terus menurun .,"Tiga tahun sebelumnya, rating MTV VMA terus meningkat.",contradiction
2701,"Madonna awalnya mencoba menjadi vokalis band rock , namun gagal . Dia kemudian menyanyikan genre pop dipadukan dengan dance .",Madonna menyanyikan genre pop karena gagal sebagai vokalis band rock .,entailment
2702,"Madonna awalnya mencoba menjadi vokalis band rock , namun gagal . Dia kemudian menyanyikan genre pop dipadukan dengan dance .",Madonna masih menyanyikan genre pop hingga saat ini .,neutral
2703,"Madonna awalnya mencoba menjadi vokalis band rock , namun gagal . Dia kemudian menyanyikan genre pop dipadukan dengan dance .",Genre pop yang dibawa Madonna tidak dipadukan dengan apapun .,contradiction
2704,"Pada pukul 21.10 waktu setempat hari ini , rombongan Jokowi tiba di Bandara Internasional Helmut - Schmidt Hamburg , Jerman . Di sana Jokowi akan mengikuti serangkaian acara KTT G - 20 dan melakukan pertemuan bilateral dengan beberapa kepala pemerintahan atau negara , salah satunya Presiden Amerika Serikat Donald Trump .",Jokowi akan mengikuti serangkaian acara KTT G - 20 .,entailment
2705,"Pada pukul 21.10 waktu setempat hari ini , rombongan Jokowi tiba di Bandara Internasional Helmut - Schmidt Hamburg , Jerman . Di sana Jokowi akan mengikuti serangkaian acara KTT G - 20 dan melakukan pertemuan bilateral dengan beberapa kepala pemerintahan atau negara , salah satunya Presiden Amerika Serikat Donald Trump .",Jokowi bersahabat dengan Donald Trump .,neutral
2706,"Pada pukul 21.10 waktu setempat hari ini , rombongan Jokowi tiba di Bandara Internasional Helmut - Schmidt Hamburg , Jerman . Di sana Jokowi akan mengikuti serangkaian acara KTT G - 20 dan melakukan pertemuan bilateral dengan beberapa kepala pemerintahan atau negara , salah satunya Presiden Amerika Serikat Donald Trump .",Presidan Amerika Serikat bukan Donald Trump .,contradiction
2707,Total kasus positif corona di Indonesia juga semakin mendekati jumlah 10 ribu orang .,Total kasus positif corona di Indonesia mendekati 10 ribu orang,entailment
2708,Waduk wadaslintang sebenarnya terbagi menjadi dua kabupaten yaitu kabupaten kebumen dan kabupaten wonosobo.,Dalam kabupaten wonosobo terdapat waduk wadaslintang .,entailment
2709,Waduk wadaslintang sebenarnya terbagi menjadi dua kabupaten yaitu kabupaten kebumen dan kabupaten wonosobo.,Kabupaten kebumen sebagian besar terdapat pada kabupaten wonosobo .,neutral
2710,Waduk wadaslintang sebenarnya terbagi menjadi dua kabupaten yaitu kabupaten kebumen dan kabupaten wonosobo.,Waduk wonosobo tidak terbagi menjadi dua kabupaten .,contradiction
